job_description_length,benefits_score,salary_usd
1625,7.6,113637
1012,8.1,100672
1332,6.2,59217
778,9.0,180746
1457,9.0,76000
904,6.7,158289
1401,9.6,210409
1726,7.0,72009
884,5.1,216981
1609,8.1,125378
1607,8.5,80879
2161,9.3,304522
2468,7.0,106646
881,9.0,91413
1208,9.4,224651
1934,7.1,130860
2354,7.0,46877
2472,9.9,179047
1388,5.0,104146
1204,6.6,31567
2486,6.6,97690
1120,7.4,62371
614,9.1,262516
2116,9.7,75844
1204,6.1,131997
1919,5.8,103953
2199,9.3,177676
835,7.1,122946
1550,5.9,202266
1330,6.6,42862
1133,7.6,221324
2002,5.8,129064
849,8.3,116116
1784,9.7,204614
1391,5.9,44008
798,9.2,59937
1882,5.9,86443
855,9.8,104949
958,8.6,186813
2204,9.4,211822
607,7.6,153646
752,9.9,117982
2271,7.8,133740
2409,6.9,84175
1180,10.0,87366
674,7.8,110287
2028,9.2,104258
1349,9.0,114211
814,8.4,194011
2000,8.4,293192
503,6.9,53874
2354,5.2,88454
1397,8.7,161911
2397,8.1,64565
1203,9.5,47708
1946,6.2,140313
2010,9.2,94235
1968,8.0,57467
1335,5.9,129225
733,10.0,157816
832,5.4,77796
1954,8.6,202840
2129,5.6,77051
1203,7.1,105395
1507,5.4,83359
1844,8.8,98213
526,5.1,39868
2255,10.0,246512
680,9.8,77063
1884,9.6,60066
918,5.8,93900
1645,9.5,132017
1613,7.8,94447
574,5.8,65304
2024,5.7,172150
2422,7.2,88827
1834,8.3,144886
2319,8.8,133043
1278,9.6,127811
2044,5.6,103521
1495,9.3,54480
1967,5.8,74709
2335,8.0,59379
1501,8.0,61440
2337,7.0,134360
729,8.6,225183
678,5.4,262051
1629,9.4,51148
1978,7.9,50384
2476,8.3,45747
2159,7.4,27660
1366,7.1,66412
1637,9.4,286005
780,6.4,162115
2176,8.4,179992
2181,9.8,52604
1410,7.8,135693
745,10.0,132806
1701,5.6,119154
2130,5.5,116153
1831,8.3,122285
2199,5.7,87146
1073,6.2,101820
1911,8.6,76032
1028,8.1,138064
1280,6.4,131574
2396,9.3,366922
1016,8.2,113179
1206,6.1,249140
2287,7.4,171609
2141,5.3,105792
529,6.5,173700
1335,8.4,97074
602,9.6,22207
886,7.1,166711
1213,9.8,91344
1329,7.1,171048
2310,6.5,129514
926,6.6,70909
1413,5.2,55311
2247,7.0,61598
1327,8.3,129700
695,7.3,135809
1845,6.0,238500
680,7.1,50048
917,7.1,164914
2366,5.9,181134
2323,9.2,81453
585,8.8,52632
1735,6.9,77848
1852,9.0,117315
1054,7.3,166998
574,5.7,174172
812,7.4,93049
1681,6.5,139395
2030,5.0,207936
1323,9.7,188512
631,7.3,176564
1511,10.0,156332
1497,9.0,113860
2141,8.2,95951
2473,9.8,177286
2123,8.3,53681
562,6.6,130939
1164,8.6,39395
630,9.6,123582
2222,8.2,136808
544,9.0,38736
2475,5.5,111692
2313,6.9,320350
1188,5.7,148284
2272,9.9,164350
1923,9.1,300752
1076,8.0,71687
1168,9.7,78911
1115,7.0,85224
2316,9.7,30653
1356,7.9,125667
816,8.3,59008
2060,6.4,87615
1692,5.7,64656
1015,8.6,236797
1048,9.9,69325
1690,9.1,100014
1793,7.5,145257
513,6.6,129098
1072,6.4,58400
2328,5.9,146073
2166,7.7,110488
1040,6.3,71058
2122,8.3,231110
1642,9.6,138306
2092,8.1,187455
1216,7.8,94272
1487,5.6,136910
625,5.7,155455
1370,6.6,218908
1460,6.5,58456
2208,5.9,79370
1009,8.7,56598
1904,6.9,164862
2434,7.7,78776
2101,6.1,107481
883,8.3,165800
931,9.8,114567
1363,8.7,45528
1328,8.6,156683
785,8.3,38720
1688,5.4,114629
1624,6.3,57392
790,8.5,341117
1892,9.8,86046
2454,5.1,149937
2367,9.5,80029
1945,6.0,165691
1988,8.6,141765
1872,8.0,47675
2154,6.9,114484
2038,8.3,88276
2445,9.2,174969
1301,8.7,193261
1885,5.1,58905
1609,5.7,155003
1334,9.6,137955
1112,7.2,127644
1615,9.2,131769
2319,8.4,69280
2282,9.1,298482
781,9.0,91961
843,8.8,108071
1228,8.5,89067
1040,5.0,80773
2363,6.0,246330
969,9.8,158632
2166,6.0,55191
2278,6.3,290447
2135,8.3,162470
1692,7.5,237565
553,8.5,74020
659,7.3,184394
2095,5.8,195735
1411,5.6,321668
520,7.3,132287
887,9.1,70147
1835,6.9,58977
1604,5.3,115529
697,8.5,123402
1216,8.6,81236
1602,8.5,23762
2283,6.1,80966
944,9.5,184463
1763,6.1,80922
2261,5.7,225786
1578,5.5,174292
1379,5.6,141209
2021,8.1,33494
1236,5.9,102081
1165,5.7,142338
1032,6.8,111416
845,6.8,171510
1275,9.6,32757
942,8.2,78323
1578,9.7,68649
1484,6.2,82078
691,6.8,65931
1452,6.7,207846
2023,5.9,107642
1211,8.3,51450
802,8.6,79522
631,5.3,100881
785,9.6,89648
1178,6.9,227077
1876,9.5,141613
2105,7.5,197086
683,9.8,34933
584,8.0,57403
836,6.2,217171
1158,9.4,85086
936,9.9,77309
801,9.5,152616
2160,5.3,80354
1167,5.6,130383
2246,5.0,191150
786,8.2,77392
1307,9.4,72963
1900,7.2,77791
1341,9.2,150499
1594,6.1,79579
581,8.3,251411
1639,8.5,54870
597,9.6,104878
1549,5.7,76528
1253,8.8,372494
563,8.4,135702
690,9.8,75693
1806,5.6,104982
2403,8.7,244711
670,6.9,45500
1132,5.6,117161
1205,7.8,69868
1125,9.2,64406
1161,5.5,237645
1340,7.8,49582
837,8.6,83059
2084,7.6,136959
1759,8.1,107694
1456,8.9,179863
602,9.3,138581
1324,6.9,167250
1577,7.6,73285
1600,5.8,90517
1945,6.0,137917
1861,7.3,113385
1403,5.4,91903
897,8.4,62142
2369,5.0,162597
1405,7.3,277090
566,5.9,111361
1770,9.3,124750
776,5.7,59624
1981,7.1,176619
1337,8.0,60007
1394,6.7,76104
1894,7.0,116281
946,7.4,67934
1149,8.5,62548
802,9.0,32890
1089,6.6,82416
571,9.8,143048
1773,5.0,76432
2373,5.1,91651
2305,6.2,119672
2201,9.8,91372
2425,6.2,136154
2192,5.2,48395
2274,7.1,105774
1543,8.7,160016
1451,7.9,206793
2468,7.7,86168
2048,8.0,123853
962,9.3,78399
1918,8.5,138128
2352,9.8,90321
1599,8.2,90443
1807,7.7,121587
819,5.3,226775
1617,9.8,97958
1154,6.8,59895
1776,6.5,96051
1204,9.7,194676
2429,5.2,83606
2134,5.4,35409
701,7.6,75374
597,8.0,79994
2477,5.9,78389
524,9.4,295681
1181,9.6,126906
1866,10.0,158136
1488,6.4,147980
883,5.2,90573
1834,6.0,287295
865,8.7,206996
1587,9.6,122080
1760,7.6,70756
1520,6.2,97152
1184,8.5,166402
620,9.2,67835
1813,10.0,149496
573,5.6,261114
2160,6.3,39992
1570,8.1,127090
1845,9.4,25060
1668,8.7,121674
1562,8.1,60372
2111,7.8,277451
2007,8.1,112653
990,7.1,65378
1881,7.6,70603
2332,7.2,190525
594,8.8,61699
2382,6.3,273689
2160,6.9,99938
1696,5.1,109758
1075,8.2,107303
2246,7.0,89290
1270,9.4,172273
824,5.3,98723
885,9.1,64219
1937,8.5,163057
505,7.7,175853
631,10.0,24322
1608,7.2,296894
2238,6.7,102705
1996,6.0,80745
927,6.8,135774
2185,7.8,66185
2400,8.8,142177
1250,8.2,85696
583,9.5,148270
2156,6.0,133788
2094,7.5,162677
1388,7.3,152781
2194,9.1,91758
1670,7.9,151164
1826,7.3,71129
1570,9.4,133851
2176,7.5,60769
1994,5.6,184176
1608,6.1,225359
1880,6.3,257030
1948,6.5,106616
2016,7.1,28056
1387,8.7,149551
1177,5.6,72604
1801,6.7,57678
537,7.6,56249
2279,9.3,100701
1913,7.1,86400
2341,7.2,161695
1091,8.8,101102
913,7.9,72270
1724,5.2,53789
1169,7.9,104468
2216,6.7,225913
879,7.1,178459
996,6.9,168120
2130,7.6,66095
1686,7.8,288067
1978,9.2,18634
639,7.5,66098
1325,7.1,43744
1116,6.2,57278
1899,5.1,59918
563,9.4,68180
2473,5.3,97864
2269,5.8,113546
803,9.1,237348
1783,6.0,251015
1867,5.4,78579
1322,8.9,85161
1469,9.0,190172
1833,7.2,100405
1606,6.7,42239
1892,7.2,287260
1667,6.9,198733
1407,5.7,258415
1654,7.1,82073
500,8.3,111443
1610,8.3,200094
555,8.8,248923
702,9.9,72550
1120,8.1,206051
1838,7.2,141826
708,7.9,196522
765,6.5,104082
2116,9.7,256314
1318,7.9,62614
1828,6.6,104089
2113,7.1,52607
1082,7.7,131333
2322,6.0,369918
1934,5.5,288629
1952,9.8,186990
2384,6.8,122223
939,9.8,116177
1147,5.7,155331
1805,6.7,157720
2026,6.8,80697
1960,6.1,95727
930,5.4,303364
1110,8.1,130193
2350,5.4,87100
723,5.2,253609
1637,7.6,111947
2130,5.6,149929
1461,8.5,101866
1863,7.6,77165
1567,8.8,121396
2377,8.5,136213
939,5.6,145362
2033,6.9,53624
1532,5.3,85771
820,9.0,181719
1398,9.3,69580
1832,6.4,132740
1257,6.4,130258
1408,6.5,116709
1673,7.5,80310
2427,9.4,185837
2265,8.4,73290
2229,5.5,115082
1765,6.8,239030
1694,5.1,78991
2055,6.3,174805
2359,7.1,181104
1305,6.7,115681
2363,5.3,43208
2189,5.5,94668
1959,9.0,88758
952,8.1,107851
1875,6.6,77521
2032,8.8,48915
1802,9.0,144329
1782,5.1,74868
703,9.5,173810
1482,7.8,119626
853,6.3,55331
1656,5.6,126364
1282,8.1,193012
1771,9.9,50277
1506,6.4,52691
1029,8.9,88745
1172,6.8,69741
1953,9.6,103812
1555,6.1,110207
1449,5.4,90086
1681,7.5,69149
2374,8.2,62098
1877,5.0,58340
853,8.1,27753
1185,6.9,94238
1338,9.1,90515
1589,7.5,252088
2319,7.5,123498
1269,7.4,97399
2205,7.2,122301
1780,9.0,102239
2140,5.9,194401
889,6.7,88107
2274,8.1,147607
1926,9.4,62399
1043,6.6,178097
639,6.4,121196
1350,5.4,196124
708,5.6,133436
844,9.7,63143
1781,9.5,101308
819,7.3,129700
2024,9.0,82759
1210,9.6,58384
1991,5.0,57840
1391,5.9,67529
744,6.7,103319
2369,8.6,264281
2386,9.1,90375
1548,9.9,168030
1380,8.6,144693
1867,7.8,169169
1638,8.1,97205
936,9.5,116462
2473,10.0,161251
845,5.6,127524
1473,9.8,40391
1378,9.0,125657
1224,7.4,220521
1543,7.5,75300
1192,6.1,89549
828,5.6,230750
568,8.1,43742
1617,8.5,73505
697,8.4,93032
1636,7.5,310945
1029,9.7,91705
1320,9.6,84567
1129,8.7,77592
1054,9.8,106660
2365,6.6,46462
503,5.0,131368
1588,6.4,78787
931,9.0,57111
1367,8.8,70529
1832,5.5,166422
2345,9.9,132627
1442,6.4,79266
975,7.5,159779
1978,7.6,139290
1244,9.1,231125
2102,8.0,122595
1893,6.4,68427
1923,6.2,202722
626,8.1,108147
1204,9.8,115437
1484,9.7,77217
928,8.4,57529
794,6.3,113427
2047,7.3,71693
1045,9.7,151134
938,7.3,135496
1866,8.2,93530
1832,7.0,194766
2309,5.8,214036
1665,7.8,33244
623,8.1,133388
781,5.7,44185
1075,8.0,89882
1609,7.3,167159
1747,6.7,110919
2330,6.8,153715
690,5.4,132249
1890,6.3,231132
1221,6.4,85300
1631,7.6,128111
2061,5.6,61852
1348,9.3,59300
554,8.3,126739
594,6.0,80800
2249,7.8,85451
927,6.0,82153
1985,7.7,79663
2143,7.8,141209
1793,9.0,47558
2069,9.1,134887
2371,5.6,216990
820,8.2,270223
1367,9.0,123617
654,9.1,179200
736,9.6,123515
1831,5.3,101862
902,6.3,183450
1494,9.3,81041
2205,6.8,80467
1427,5.5,88669
1895,9.5,113313
2405,5.5,306192
1947,7.2,190624
1227,9.1,68152
578,6.6,91590
1020,5.7,50730
2451,8.9,57915
1612,9.3,74536
925,5.3,179315
604,8.3,19776
1966,9.7,73489
1765,8.2,67007
2458,6.5,26216
714,5.3,80593
2150,7.3,251940
1477,8.3,271778
1821,6.7,136680
1998,7.6,90736
1705,9.6,176612
2196,5.1,86142
1063,6.1,71454
515,9.9,70698
525,7.9,70125
1128,9.7,164581
1388,8.8,125674
1708,6.5,108470
1204,10.0,68849
960,9.7,101825
1508,5.3,351728
1494,7.2,97819
1419,9.5,163331
1659,9.1,93720
2389,9.4,108820
1921,7.0,23491
1319,6.5,38464
1624,7.8,121725
1183,6.6,121877
1635,8.0,96000
830,9.9,46573
865,9.6,203167
740,9.4,177459
1652,6.1,41556
2123,8.4,152796
1333,6.3,70161
2308,5.6,66092
1142,7.1,271475
1649,8.1,71751
735,8.1,91975
2142,7.9,139317
2433,7.6,56279
1142,7.9,212031
982,6.6,261631
1171,7.6,41755
642,9.9,78608
856,8.9,37889
1562,9.5,97397
1294,7.7,265023
729,7.0,143323
2147,6.5,97000
2065,8.9,46374
1365,9.0,229381
2166,9.1,158873
1959,7.7,69868
2181,5.7,101000
1881,7.7,81849
2293,5.6,134380
1514,6.7,167829
1955,9.0,24678
1096,5.5,54248
2422,7.6,99288
1807,9.8,189688
1088,5.4,89528
2198,5.6,88720
2043,8.0,72059
1539,9.3,50803
2463,8.0,24223
1058,5.9,121910
1498,9.5,27869
1915,7.4,79781
943,6.6,94380
766,6.6,57159
1019,7.4,70183
2032,6.1,63741
1576,8.1,125484
2291,9.6,165739
1418,5.4,70983
2127,8.4,110016
1329,9.2,123436
552,6.2,81729
1050,8.8,24353
1665,7.6,48696
1731,8.4,114364
1431,6.9,93835
1430,8.9,170109
2366,7.0,89443
969,8.2,252682
1774,6.6,133737
2396,6.3,73390
670,6.4,215737
1197,7.6,154884
1449,5.6,63606
2446,5.6,26739
503,9.6,38550
1362,7.5,74739
1597,8.3,160816
1698,8.2,73482
1171,6.5,53504
2294,9.3,58640
2276,6.2,110169
972,5.9,61539
1289,6.0,33132
1056,8.0,50597
1946,5.5,138723
608,5.5,96580
579,6.3,75245
1945,7.3,100596
2416,7.5,82608
1798,8.4,86868
2090,6.2,92090
2313,8.6,125783
635,5.4,168390
696,5.2,193710
644,6.2,86414
2280,6.5,136589
1582,8.8,116556
1224,6.1,147616
918,6.5,167103
635,9.7,187756
1801,9.3,25560
1941,9.9,64206
2017,5.7,118221
1810,5.9,104839
1338,6.7,86714
877,9.9,110353
933,7.5,61142
619,6.5,155690
1415,6.9,117303
1241,9.6,55265
786,8.4,76310
2421,6.5,93083
1457,8.7,133350
1291,8.2,86337
2120,7.6,86313
2017,5.4,57198
1597,9.4,60582
1708,6.8,55380
1819,7.5,48341
1282,8.0,251565
1026,9.3,236217
1711,7.0,91231
1637,9.0,61130
1982,9.2,62398
1846,8.2,176242
844,7.6,153418
2064,6.7,81657
910,7.3,69844
1604,5.1,91682
774,8.7,69595
1067,9.2,101742
1688,8.1,97961
1832,6.4,106022
807,7.3,46651
922,9.8,124553
926,6.4,104780
787,6.3,114730
635,9.7,162856
1422,8.0,125641
993,5.3,89881
581,6.2,289064
2487,8.4,226888
1731,8.8,153723
1833,8.0,220723
1938,6.0,93378
1441,10.0,162034
1472,7.2,117365
527,8.9,128624
1791,5.2,112504
1374,10.0,91750
508,6.2,216192
1342,6.2,102086
2306,7.0,150372
1172,9.6,132314
1418,9.9,103230
1328,5.8,120695
2017,8.9,182121
1044,9.0,73616
2050,9.3,80112
1359,7.1,95409
2168,9.9,120427
2482,9.3,38463
1106,5.2,38200
2007,9.1,74370
2017,5.8,96885
514,6.8,23564
1647,9.2,135679
2049,7.3,85715
1217,7.2,127789
1306,7.4,186154
898,5.2,202606
2297,8.4,80486
1217,7.9,23519
1620,5.2,54022
1281,8.3,94661
2205,8.7,92817
1925,5.2,183387
1780,6.6,39823
1148,5.5,204455
544,7.3,61232
547,6.7,112367
971,8.9,73735
1054,7.2,294725
2423,9.0,242630
1936,6.7,86849
1965,7.5,48264
584,8.5,66226
528,6.2,59484
1597,7.4,75033
2279,5.2,53070
1395,6.1,80312
682,7.7,61589
1904,8.9,64464
644,6.3,155127
795,6.0,218691
1680,6.9,204587
2041,8.4,113415
2348,8.4,111108
2361,9.6,162371
1736,9.6,78542
584,6.6,111272
2468,8.9,141413
1035,5.9,153448
1749,9.2,126522
979,7.0,75216
1193,5.0,157426
898,6.6,78696
2353,6.1,113402
1071,9.3,86790
2413,9.7,85140
1374,8.3,80679
1846,5.3,207222
1099,8.9,121677
1642,8.9,190049
2356,6.9,77584
1853,9.4,120788
1918,9.6,46291
2312,9.2,74298
1366,5.5,166410
1747,5.9,30796
546,7.0,60780
644,7.9,59678
1172,6.9,253960
2016,5.3,87660
1041,7.2,210655
562,6.9,144360
516,8.0,57145
1595,8.9,196565
842,8.2,78696
1621,9.5,69517
1893,9.3,80960
1824,5.3,111422
1840,8.6,112063
979,6.2,206889
879,9.4,58383
1584,5.3,176960
2408,9.5,68995
747,8.0,130169
1106,7.8,51950
967,9.6,95065
571,8.1,78158
1184,6.8,156925
1779,5.4,57461
1733,5.8,178905
2121,5.1,72036
551,6.3,28532
907,6.1,102165
1496,7.7,54248
1747,5.8,133384
594,5.2,166944
1113,6.0,72269
1801,9.6,39537
1141,8.2,206054
2387,7.9,94121
1907,7.1,110533
1805,8.2,106010
1803,7.3,213187
2335,7.7,103681
1159,5.3,350954
747,8.1,166456
1919,9.3,127694
1375,9.5,44798
2136,8.7,97713
1813,6.8,104377
1795,6.7,50775
2002,7.1,212513
1146,8.3,33907
1484,8.0,130049
1776,9.6,214956
533,9.5,131854
666,5.5,71723
1627,5.8,96917
752,8.7,74302
2464,7.9,284665
2212,8.0,83787
536,8.5,85475
2412,9.0,173819
1782,6.6,94067
902,9.6,301786
1324,8.2,86235
1525,5.6,165965
1458,6.7,85823
1818,7.9,85037
1921,9.4,61149
1208,7.6,92493
1016,7.8,114033
2172,7.6,53893
785,7.4,84318
1201,7.1,102359
1464,9.5,37425
2337,5.8,78231
2055,7.8,62558
785,9.3,123579
2180,5.3,83741
1225,10.0,103613
563,8.7,122345
2037,6.9,125817
1561,8.1,83848
2308,7.6,126646
1367,5.1,216544
2380,8.0,254248
1566,8.9,238603
2276,9.3,71862
2248,7.1,43525
1300,7.0,133643
2148,10.0,209974
1309,8.3,188802
1573,5.2,109423
1658,8.9,193402
2350,5.2,68104
2145,8.7,115997
1259,6.9,87942
1087,9.7,303218
952,7.2,63427
609,7.3,148375
1107,5.9,91410
1243,9.1,217295
2254,5.6,65815
940,5.5,185973
722,8.4,113175
1705,8.2,198579
1618,7.7,25817
1936,9.5,81249
671,5.0,107111
2214,7.6,158552
1931,5.2,209929
1068,8.8,288133
2295,7.8,243777
855,9.4,54043
1505,9.7,82069
2284,5.1,65179
1367,5.9,162962
1517,6.3,91928
1153,9.9,134846
512,8.0,22186
733,8.9,61335
506,5.1,246778
812,7.3,104343
1924,6.6,130307
2443,6.4,83046
1804,5.7,157446
989,8.6,297092
1050,6.4,68384
764,6.0,92089
1685,9.2,136227
1009,7.8,129513
1852,8.0,135626
714,8.1,43215
610,5.4,70887
1570,6.0,288695
1736,5.3,85081
513,7.5,111446
1269,6.9,66898
835,8.5,37660
2128,9.7,79062
1935,6.0,125125
812,6.2,137554
667,9.2,95923
1112,6.3,126145
1354,6.7,98692
1230,6.6,200999
2060,9.6,54737
2350,7.9,202067
935,8.0,247645
1477,6.5,136820
1177,9.5,118345
1232,7.2,86939
1813,6.4,85462
1792,10.0,75148
1330,5.2,253163
2090,8.0,30114
1544,8.9,176415
2185,8.2,73489
1538,7.8,115294
1859,7.7,74479
899,6.9,97495
1557,6.1,63891
1652,6.6,49339
967,5.2,114592
2496,7.7,44734
873,8.3,191311
2466,9.0,198417
2391,7.8,104925
1267,8.2,221209
1832,8.5,85694
1625,5.3,148534
1588,5.1,79799
1265,9.9,42345
1725,6.0,120846
2269,8.0,23612
1513,9.9,166613
1809,5.8,56615
1672,6.0,78519
2408,9.4,176102
2380,9.3,39202
1801,6.4,52424
2295,8.0,74687
2222,7.1,231540
717,9.2,156641
1933,9.6,119985
962,8.7,131450
1284,6.3,179649
514,8.0,113259
2289,7.7,90625
1925,5.1,115445
2093,8.2,82908
1160,5.5,104007
2095,5.1,90940
2004,7.6,28492
740,7.9,84521
1985,8.9,125527
1473,6.1,98155
1181,6.8,54723
954,7.6,132179
1582,6.3,99414
1047,9.2,162201
2430,8.2,61351
1139,9.5,23989
879,6.0,65446
1572,7.3,160753
1719,5.4,159740
2369,7.3,86339
1937,10.0,223810
1683,9.4,156078
1591,9.7,95770
2335,7.4,94666
1151,6.9,74801
734,9.2,106506
1856,7.4,150029
2386,7.0,200851
2303,7.6,99863
1362,7.0,39799
1910,6.3,96455
1132,6.3,158698
2103,6.5,180104
691,9.7,60136
1507,6.7,183029
1343,8.5,114370
1436,6.1,54599
1897,7.0,149215
1999,5.4,36117
1896,5.7,58126
1088,7.4,72607
2146,6.5,71757
758,5.1,105689
1622,5.5,42540
1020,6.6,123577
1079,5.0,236155
1778,8.0,70398
551,8.3,146441
1325,8.0,47127
1295,7.5,142445
1573,5.5,67586
749,6.7,176023
1237,9.1,21634
2063,7.3,105516
1007,9.0,144381
1221,6.3,76971
2123,5.3,69347
1372,9.2,63587
895,6.0,159882
1750,9.6,63760
2170,5.1,91323
2250,9.5,95852
1075,8.6,142643
1368,5.2,183011
1727,9.5,60370
947,7.8,296283
2250,8.7,89935
1878,6.1,94666
1116,8.0,86209
1079,8.5,81814
907,5.3,122880
900,9.9,161377
526,6.0,64242
1795,7.9,142995
1497,5.4,108977
1052,5.1,32809
1337,9.6,236299
1599,8.3,133957
928,8.7,62909
679,8.9,147022
578,8.9,144913
1780,9.7,45877
642,6.8,33228
1707,7.2,87357
2471,8.4,57116
1168,6.2,67628
1456,6.5,51699
1409,6.4,158696
1209,9.6,181010
973,8.8,143355
1804,6.1,94621
1306,6.9,50440
1706,6.3,39850
2388,6.2,129312
942,9.9,262770
1428,9.6,95183
1322,6.8,40242
2246,8.8,164259
939,7.1,102309
611,7.2,53973
1043,9.6,54973
1802,7.4,187522
1641,5.4,57683
1798,5.2,78473
1194,9.6,55008
2400,8.2,76394
1801,6.7,102251
726,5.7,225096
1120,7.8,204843
944,6.5,138580
767,5.8,85499
723,9.1,83346
1493,7.2,115766
1640,7.7,205113
856,6.0,160912
1243,6.0,142229
1381,5.6,79913
1041,6.4,105268
1199,9.6,222239
913,7.2,95349
880,7.6,276306
744,6.4,86349
1411,7.1,200534
506,8.6,130848
2456,6.0,137574
1689,5.6,64547
1189,7.7,220582
2050,8.7,68236
2337,8.1,102411
1232,8.7,98866
2418,8.2,71678
1578,9.7,38368
1918,6.2,53056
2354,5.9,77960
686,9.3,137750
885,5.8,70399
897,8.5,81497
1745,5.1,97979
2308,9.4,74733
2489,7.9,34474
2445,7.8,138565
1365,6.3,91979
563,7.9,156226
793,6.6,220616
569,8.4,125635
1177,9.1,141071
1430,6.1,77457
1457,6.7,81274
2138,6.9,123555
910,5.2,107981
1507,7.5,91339
1966,7.9,137460
820,7.7,104465
1137,7.6,77385
714,8.6,26283
2172,10.0,132539
953,6.9,59940
807,6.4,308476
1370,7.8,117756
1148,5.0,95582
2279,7.3,152384
1674,5.9,149481
1451,6.1,133014
956,7.0,80242
895,8.4,71080
1393,6.1,158297
1085,8.3,64920
1089,9.3,82287
929,9.3,108508
992,9.4,86007
1080,5.6,157752
1794,6.4,91594
683,5.6,74217
725,6.4,284154
596,8.0,163958
1422,9.4,62034
624,8.8,166512
790,8.5,209138
2025,6.8,149550
979,6.0,162213
1650,7.2,179531
1380,5.6,206536
1221,5.4,33744
1322,7.6,60562
1136,5.1,55911
953,7.0,95326
2466,9.2,185388
545,5.5,150527
2109,7.0,119633
1035,8.0,227078
532,8.0,195528
1417,5.0,123024
628,8.1,151053
791,7.1,116626
2400,8.0,97656
1566,9.9,94494
1763,8.8,43321
535,8.6,58243
830,7.9,106076
1666,9.3,124280
861,7.6,237713
2374,5.1,133896
2298,5.3,116023
1001,9.0,96751
1118,6.3,134644
1080,6.1,102778
2278,9.7,103788
1800,9.8,43133
655,7.0,186168
2032,9.0,269018
797,9.9,168038
816,9.5,63639
1641,6.1,204416
2250,6.6,28315
804,5.5,69096
1906,7.6,72148
835,5.2,155411
674,6.0,119240
1769,9.1,57600
2480,8.8,53542
2014,9.9,151442
1389,7.0,113037
2054,6.5,63321
2464,5.3,216696
2000,8.1,68832
645,5.4,125853
1785,8.2,90307
1876,9.1,208536
861,6.0,79479
1397,9.9,145587
1107,5.9,237771
1742,7.2,131882
2058,8.9,194531
1146,9.7,170274
1005,7.2,238256
916,9.1,98574
1296,6.4,84725
2368,7.6,237420
1503,9.1,94852
2170,8.4,53187
2270,9.4,85325
1644,8.7,84861
500,7.2,110677
602,8.8,55583
546,7.8,103137
1065,6.1,94118
1510,8.9,263320
2349,9.8,81751
1662,6.0,69515
1816,9.1,102539
1453,5.1,83366
1046,7.6,103994
1573,8.0,63790
698,6.7,223100
1247,7.5,60827
1519,9.4,77717
2218,5.8,97963
1940,6.2,214315
1540,9.6,71291
906,5.9,87518
2478,7.1,149558
2267,5.8,107945
2482,9.6,63957
953,9.0,93563
2303,5.8,161134
1452,6.8,212931
1621,9.3,119167
1096,5.2,102382
1511,5.2,69931
1091,10.0,61743
2242,5.7,70132
1366,8.7,96886
840,5.2,200782
1565,9.2,23579
2492,8.0,55614
1421,5.3,150781
2220,8.5,131468
2211,9.4,72393
1808,9.8,139017
702,8.6,112229
2308,7.5,88643
1799,5.9,119522
2415,9.5,146464
1143,9.1,98192
1630,8.7,80479
1049,9.7,152265
1316,5.8,77835
1569,8.7,63922
876,9.3,257100
986,7.7,88350
1730,5.3,99465
1923,8.1,179088
1350,9.0,159540
2369,9.3,37477
865,7.1,133739
