company_size,salary_usd,benefits_score,company_size_encoded
S,77217,9.7,2
L,57529,8.4,0
L,113427,6.3,0
M,71693,7.3,1
M,151134,9.7,1
M,135496,7.3,1
L,93530,8.2,0
L,194766,7.0,0
M,214036,5.8,1
M,33244,7.8,1
M,133388,8.1,1
S,44185,5.7,2
S,89882,8.0,2
L,167159,7.3,0
M,110919,6.7,1
L,153715,6.8,0
M,132249,5.4,1
S,231132,6.3,2
L,85300,6.4,0
S,128111,7.6,2
S,61852,5.6,2
S,59300,9.3,2
S,126739,8.3,2
M,80800,6.0,1
S,85451,7.8,2
M,82153,6.0,1
S,79663,7.7,2
L,141209,7.8,0
S,47558,9.0,2
L,134887,9.1,0
M,216990,5.6,1
L,270223,8.2,0
S,123617,9.0,2
M,179200,9.1,1
M,123515,9.6,1
L,101862,5.3,0
S,183450,6.3,2
L,81041,9.3,0
S,80467,6.8,2
L,88669,5.5,0
L,113313,9.5,0
L,306192,5.5,0
S,190624,7.2,2
L,68152,9.1,0
L,91590,6.6,0
S,50730,5.7,2
S,57915,8.9,2
S,74536,9.3,2
L,179315,5.3,0
M,19776,8.3,1
S,73489,9.7,2
S,67007,8.2,2
M,26216,6.5,1
L,80593,5.3,0
L,251940,7.3,0
L,271778,8.3,0
M,136680,6.7,1
M,90736,7.6,1
M,176612,9.6,1
M,86142,5.1,1
S,71454,6.1,2
S,70698,9.9,2
M,70125,7.9,1
S,164581,9.7,2
L,125674,8.8,0
L,108470,6.5,0
S,68849,10.0,2
S,101825,9.7,2
L,351728,5.3,0
S,97819,7.2,2
M,163331,9.5,1
M,93720,9.1,1
M,108820,9.4,1
S,23491,7.0,2
M,38464,6.5,1
M,121725,7.8,1
L,121877,6.6,0
M,96000,8.0,1
S,46573,9.9,2
M,203167,9.6,1
S,177459,9.4,2
S,41556,6.1,2
M,152796,8.4,1
L,70161,6.3,0
S,66092,5.6,2
L,271475,7.1,0
L,71751,8.1,0
S,91975,8.1,2
M,139317,7.9,1
S,56279,7.6,2
M,212031,7.9,1
L,261631,6.6,0
M,41755,7.6,1
M,78608,9.9,1
M,37889,8.9,1
L,97397,9.5,0
S,265023,7.7,2
M,143323,7.0,1
M,97000,6.5,1
S,46374,8.9,2
M,229381,9.0,1
M,158873,9.1,1
M,69868,7.7,1
S,101000,5.7,2
M,81849,7.7,1
L,134380,5.6,0
M,167829,6.7,1
S,24678,9.0,2
S,54248,5.5,2
S,99288,7.6,2
S,189688,9.8,2
M,89528,5.4,1
S,88720,5.6,2
S,72059,8.0,2
S,50803,9.3,2
S,24223,8.0,2
M,121910,5.9,1
M,27869,9.5,1
L,79781,7.4,0
L,94380,6.6,0
S,57159,6.6,2
S,70183,7.4,2
L,63741,6.1,0
L,125484,8.1,0
L,165739,9.6,0
M,70983,5.4,1
L,110016,8.4,0
L,123436,9.2,0
M,81729,6.2,1
S,24353,8.8,2
L,48696,7.6,0
L,114364,8.4,0
M,93835,6.9,1
S,170109,8.9,2
L,89443,7.0,0
L,252682,8.2,0
M,133737,6.6,1
L,73390,6.3,0
M,215737,6.4,1
L,154884,7.6,0
S,63606,5.6,2
S,26739,5.6,2
S,38550,9.6,2
M,74739,7.5,1
L,160816,8.3,0
S,73482,8.2,2
S,53504,6.5,2
S,58640,9.3,2
S,110169,6.2,2
S,61539,5.9,2
M,33132,6.0,1
S,50597,8.0,2
S,138723,5.5,2
L,96580,5.5,0
M,75245,6.3,1
L,100596,7.3,0
L,82608,7.5,0
M,86868,8.4,1
M,92090,6.2,1
M,125783,8.6,1
S,168390,5.4,2
L,193710,5.2,0
S,86414,6.2,2
M,136589,6.5,1
L,116556,8.8,0
L,147616,6.1,0
L,167103,6.5,0
M,187756,9.7,1
S,25560,9.3,2
S,64206,9.9,2
L,118221,5.7,0
M,104839,5.9,1
L,86714,6.7,0
S,110353,9.9,2
M,61142,7.5,1
L,155690,6.5,0
L,117303,6.9,0
M,55265,9.6,1
L,76310,8.4,0
L,93083,6.5,0
S,133350,8.7,2
S,86337,8.2,2
M,86313,7.6,1
M,57198,5.4,1
S,60582,9.4,2
M,55380,6.8,1
M,48341,7.5,1
L,251565,8.0,0
S,236217,9.3,2
M,91231,7.0,1
S,61130,9.0,2
L,62398,9.2,0
M,176242,8.2,1
M,153418,7.6,1
S,81657,6.7,2
L,69844,7.3,0
M,91682,5.1,1
S,69595,8.7,2
L,101742,9.2,0
L,97961,8.1,0
M,106022,6.4,1
M,46651,7.3,1
L,124553,9.8,0
S,104780,6.4,2
S,114730,6.3,2
L,162856,9.7,0
S,125641,8.0,2
L,89881,5.3,0
L,289064,6.2,0
S,226888,8.4,2
M,153723,8.8,1
S,220723,8.0,2
L,93378,6.0,0
L,162034,10.0,0
S,117365,7.2,2
M,128624,8.9,1
M,112504,5.2,1
S,91750,10.0,2
L,216192,6.2,0
S,102086,6.2,2
L,150372,7.0,0
L,132314,9.6,0
M,103230,9.9,1
L,120695,5.8,0
M,182121,8.9,1
S,73616,9.0,2
M,80112,9.3,1
S,95409,7.1,2
L,120427,9.9,0
M,38463,9.3,1
L,38200,5.2,0
M,74370,9.1,1
M,96885,5.8,1
M,23564,6.8,1
M,135679,9.2,1
L,85715,7.3,0
S,127789,7.2,2
S,186154,7.4,2
L,202606,5.2,0
L,80486,8.4,0
S,23519,7.9,2
S,54022,5.2,2
L,94661,8.3,0
L,92817,8.7,0
S,183387,5.2,2
S,39823,6.6,2
S,204455,5.5,2
L,61232,7.3,0
M,112367,6.7,1
L,73735,8.9,0
M,294725,7.2,1
M,242630,9.0,1
S,86849,6.7,2
M,48264,7.5,1
S,66226,8.5,2
S,59484,6.2,2
S,75033,7.4,2
L,53070,5.2,0
S,80312,6.1,2
S,61589,7.7,2
L,64464,8.9,0
M,155127,6.3,1
S,218691,6.0,2
L,204587,6.9,0
S,113415,8.4,2
S,111108,8.4,2
S,162371,9.6,2
M,78542,9.6,1
M,111272,6.6,1
M,141413,8.9,1
L,153448,5.9,0
L,126522,9.2,0
S,75216,7.0,2
M,157426,5.0,1
S,78696,6.6,2
M,113402,6.1,1
M,86790,9.3,1
S,85140,9.7,2
L,80679,8.3,0
S,207222,5.3,2
L,121677,8.9,0
M,190049,8.9,1
S,77584,6.9,2
S,120788,9.4,2
S,46291,9.6,2
L,74298,9.2,0
S,166410,5.5,2
S,30796,5.9,2
S,60780,7.0,2
L,59678,7.9,0
L,253960,6.9,0
L,87660,5.3,0
S,210655,7.2,2
M,144360,6.9,1
M,57145,8.0,1
S,196565,8.9,2
S,78696,8.2,2
M,69517,9.5,1
S,80960,9.3,2
L,111422,5.3,0
L,112063,8.6,0
S,206889,6.2,2
L,58383,9.4,0
S,176960,5.3,2
M,68995,9.5,1
M,130169,8.0,1
S,51950,7.8,2
S,95065,9.6,2
M,78158,8.1,1
L,156925,6.8,0
S,57461,5.4,2
L,178905,5.8,0
M,72036,5.1,1
S,28532,6.3,2
M,102165,6.1,1
M,54248,7.7,1
L,133384,5.8,0
L,166944,5.2,0
L,72269,6.0,0
M,39537,9.6,1
S,206054,8.2,2
S,94121,7.9,2
M,110533,7.1,1
M,106010,8.2,1
L,213187,7.3,0
L,103681,7.7,0
L,350954,5.3,0
L,166456,8.1,0
M,127694,9.3,1
M,44798,9.5,1
L,97713,8.7,0
S,104377,6.8,2
S,50775,6.7,2
L,212513,7.1,0
S,33907,8.3,2
M,130049,8.0,1
S,214956,9.6,2
M,131854,9.5,1
L,71723,5.5,0
S,96917,5.8,2
L,74302,8.7,0
M,284665,7.9,1
S,83787,8.0,2
M,85475,8.5,1
S,173819,9.0,2
M,94067,6.6,1
L,301786,9.6,0
L,86235,8.2,0
S,165965,5.6,2
M,85823,6.7,1
L,85037,7.9,0
M,61149,9.4,1
L,92493,7.6,0
L,114033,7.8,0
S,53893,7.6,2
L,84318,7.4,0
S,102359,7.1,2
M,37425,9.5,1
M,78231,5.8,1
M,62558,7.8,1
L,123579,9.3,0
M,83741,5.3,1
S,103613,10.0,2
S,122345,8.7,2
L,125817,6.9,0
S,83848,8.1,2
L,126646,7.6,0
M,216544,5.1,1
L,254248,8.0,0
L,238603,8.9,0
M,71862,9.3,1
S,43525,7.1,2
L,133643,7.0,0
S,209974,10.0,2
L,188802,8.3,0
S,109423,5.2,2
L,193402,8.9,0
L,68104,5.2,0
M,115997,8.7,1
M,87942,6.9,1
L,303218,9.7,0
S,63427,7.2,2
L,148375,7.3,0
M,91410,5.9,1
L,217295,9.1,0
L,65815,5.6,0
S,185973,5.5,2
S,113175,8.4,2
S,198579,8.2,2
M,25817,7.7,1
M,81249,9.5,1
S,107111,5.0,2
M,158552,7.6,1
M,209929,5.2,1
L,288133,8.8,0
M,243777,7.8,1
M,54043,9.4,1
M,82069,9.7,1
S,65179,5.1,2
L,162962,5.9,0
L,91928,6.3,0
M,134846,9.9,1
L,22186,8.0,0
L,61335,8.9,0
L,246778,5.1,0
S,104343,7.3,2
L,130307,6.6,0
S,83046,6.4,2
L,157446,5.7,0
L,297092,8.6,0
S,68384,6.4,2
L,92089,6.0,0
L,136227,9.2,0
M,129513,7.8,1
M,135626,8.0,1
S,43215,8.1,2
S,70887,5.4,2
L,288695,6.0,0
S,85081,5.3,2
L,111446,7.5,0
S,66898,6.9,2
M,37660,8.5,1
L,79062,9.7,0
L,125125,6.0,0
M,137554,6.2,1
M,95923,9.2,1
L,126145,6.3,0
S,98692,6.7,2
M,200999,6.6,1
M,54737,9.6,1
M,202067,7.9,1
L,247645,8.0,0
L,136820,6.5,0
S,118345,9.5,2
L,86939,7.2,0
M,85462,6.4,1
M,75148,10.0,1
L,253163,5.2,0
L,30114,8.0,0
M,176415,8.9,1
M,73489,8.2,1
M,115294,7.8,1
L,74479,7.7,0
S,97495,6.9,2
S,63891,6.1,2
S,49339,6.6,2
L,114592,5.2,0
M,44734,7.7,1
S,191311,8.3,2
L,198417,9.0,0
S,104925,7.8,2
L,221209,8.2,0
S,85694,8.5,2
S,148534,5.3,2
L,79799,5.1,0
S,42345,9.9,2
L,120846,6.0,0
S,23612,8.0,2
S,166613,9.9,2
M,56615,5.8,1
M,78519,6.0,1
S,176102,9.4,2
L,39202,9.3,0
S,52424,6.4,2
S,74687,8.0,2
L,231540,7.1,0
S,156641,9.2,2
M,119985,9.6,1
S,131450,8.7,2
M,179649,6.3,1
L,113259,8.0,0
M,90625,7.7,1
L,115445,5.1,0
S,82908,8.2,2
L,104007,5.5,0
M,90940,5.1,1
L,28492,7.6,0
S,84521,7.9,2
L,125527,8.9,0
S,98155,6.1,2
M,54723,6.8,1
L,132179,7.6,0
S,99414,6.3,2
L,162201,9.2,0
L,61351,8.2,0
S,23989,9.5,2
S,65446,6.0,2
L,160753,7.3,0
L,159740,5.4,0
L,86339,7.3,0
M,223810,10.0,1
M,156078,9.4,1
M,95770,9.7,1
L,94666,7.4,0
L,74801,6.9,0
S,106506,9.2,2
L,150029,7.4,0
L,200851,7.0,0
S,99863,7.6,2
S,39799,7.0,2
S,96455,6.3,2
S,158698,6.3,2
M,180104,6.5,1
M,60136,9.7,1
S,183029,6.7,2
M,114370,8.5,1
L,54599,6.1,0
S,149215,7.0,2
S,36117,5.4,2
L,58126,5.7,0
M,72607,7.4,1
S,71757,6.5,2
M,105689,5.1,1
L,42540,5.5,0
S,123577,6.6,2
L,236155,5.0,0
L,70398,8.0,0
S,146441,8.3,2
M,47127,8.0,1
M,142445,7.5,1
M,67586,5.5,1
S,176023,6.7,2
S,21634,9.1,2
S,105516,7.3,2
M,144381,9.0,1
S,76971,6.3,2
L,69347,5.3,0
S,63587,9.2,2
L,159882,6.0,0
M,63760,9.6,1
S,91323,5.1,2
S,95852,9.5,2
M,142643,8.6,1
S,183011,5.2,2
S,60370,9.5,2
L,296283,7.8,0
L,89935,8.7,0
L,94666,6.1,0
M,86209,8.0,1
M,81814,8.5,1
S,122880,5.3,2
M,161377,9.9,1
S,64242,6.0,2
M,142995,7.9,1
S,108977,5.4,2
M,32809,5.1,1
L,236299,9.6,0
M,133957,8.3,1
L,62909,8.7,0
S,147022,8.9,2
L,144913,8.9,0
M,45877,9.7,1
S,33228,6.8,2
M,87357,7.2,1
M,57116,8.4,1
L,67628,6.2,0
S,51699,6.5,2
S,158696,6.4,2
L,181010,9.6,0
M,143355,8.8,1
M,94621,6.1,1
M,50440,6.9,1
L,39850,6.3,0
M,129312,6.2,1
L,262770,9.9,0
S,95183,9.6,2
L,40242,6.8,0
S,164259,8.8,2
M,102309,7.1,1
S,53973,7.2,2
L,54973,9.6,0
S,187522,7.4,2
S,57683,5.4,2
L,78473,5.2,0
S,55008,9.6,2
S,76394,8.2,2
M,102251,6.7,1
L,225096,5.7,0
L,204843,7.8,0
M,138580,6.5,1
L,85499,5.8,0
M,83346,9.1,1
S,115766,7.2,2
L,205113,7.7,0
L,160912,6.0,0
L,142229,6.0,0
S,79913,5.6,2
M,105268,6.4,1
S,222239,9.6,2
S,95349,7.2,2
L,276306,7.6,0
S,86349,6.4,2
S,200534,7.1,2
M,130848,8.6,1
M,137574,6.0,1
S,64547,5.6,2
L,220582,7.7,0
M,68236,8.7,1
S,102411,8.1,2
S,98866,8.7,2
S,71678,8.2,2
L,38368,9.7,0
M,53056,6.2,1
S,77960,5.9,2
S,137750,9.3,2
L,70399,5.8,0
L,81497,8.5,0
L,97979,5.1,0
M,74733,9.4,1
S,34474,7.9,2
S,138565,7.8,2
M,91979,6.3,1
L,156226,7.9,0
S,220616,6.6,2
S,125635,8.4,2
L,141071,9.1,0
M,77457,6.1,1
L,81274,6.7,0
S,123555,6.9,2
M,107981,5.2,1
L,91339,7.5,0
L,137460,7.9,0
M,104465,7.7,1
S,77385,7.6,2
S,26283,8.6,2
M,132539,10.0,1
M,59940,6.9,1
M,308476,6.4,1
M,117756,7.8,1
M,95582,5.0,1
L,152384,7.3,0
S,149481,5.9,2
M,133014,6.1,1
M,80242,7.0,1
M,71080,8.4,1
M,158297,6.1,1
M,64920,8.3,1
S,82287,9.3,2
L,108508,9.3,0
M,86007,9.4,1
M,157752,5.6,1
M,91594,6.4,1
M,74217,5.6,1
L,284154,6.4,0
L,163958,8.0,0
S,62034,9.4,2
S,166512,8.8,2
L,209138,8.5,0
S,149550,6.8,2
M,162213,6.0,1
M,179531,7.2,1
M,206536,5.6,1
S,33744,5.4,2
L,60562,7.6,0
M,55911,5.1,1
L,95326,7.0,0
L,185388,9.2,0
M,150527,5.5,1
M,119633,7.0,1
L,227078,8.0,0
M,195528,8.0,1
M,123024,5.0,1
L,151053,8.1,0
S,116626,7.1,2
M,97656,8.0,1
L,94494,9.9,0
L,43321,8.8,0
S,58243,8.6,2
M,106076,7.9,1
M,124280,9.3,1
M,237713,7.6,1
S,133896,5.1,2
M,116023,5.3,1
S,96751,9.0,2
L,134644,6.3,0
M,102778,6.1,1
M,103788,9.7,1
L,43133,9.8,0
S,186168,7.0,2
M,269018,9.0,1
L,168038,9.9,0
M,63639,9.5,1
L,204416,6.1,0
S,28315,6.6,2
L,69096,5.5,0
L,72148,7.6,0
M,155411,5.2,1
L,119240,6.0,0
S,57600,9.1,2
S,53542,8.8,2
L,151442,9.9,0
S,113037,7.0,2
M,63321,6.5,1
L,216696,5.3,0
S,68832,8.1,2
L,125853,5.4,0
L,90307,8.2,0
L,208536,9.1,0
L,79479,6.0,0
S,145587,9.9,2
L,237771,5.9,0
M,131882,7.2,1
L,194531,8.9,0
L,170274,9.7,0
M,238256,7.2,1
S,98574,9.1,2
L,84725,6.4,0
L,237420,7.6,0
M,94852,9.1,1
M,53187,8.4,1
L,85325,9.4,0
M,84861,8.7,1
M,110677,7.2,1
S,55583,8.8,2
S,103137,7.8,2
M,94118,6.1,1
L,263320,8.9,0
S,81751,9.8,2
M,69515,6.0,1
M,102539,9.1,1
M,83366,5.1,1
S,103994,7.6,2
M,63790,8.0,1
S,223100,6.7,2
S,60827,7.5,2
S,77717,9.4,2
L,97963,5.8,0
M,214315,6.2,1
M,71291,9.6,1
L,87518,5.9,0
S,149558,7.1,2
M,107945,5.8,1
S,63957,9.6,2
S,93563,9.0,2
L,161134,5.8,0
S,212931,6.8,2
M,119167,9.3,1
M,102382,5.2,1
S,69931,5.2,2
M,61743,10.0,1
S,70132,5.7,2
S,96886,8.7,2
M,200782,5.2,1
L,23579,9.2,0
M,55614,8.0,1
M,150781,5.3,1
L,131468,8.5,0
M,72393,9.4,1
L,139017,9.8,0
S,112229,8.6,2
M,88643,7.5,1
S,119522,5.9,2
M,146464,9.5,1
S,98192,9.1,2
L,80479,8.7,0
S,152265,9.7,2
S,77835,5.8,2
L,63922,8.7,0
L,257100,9.3,0
L,88350,7.7,0
S,99465,5.3,2
S,179088,8.1,2
L,159540,9.0,0
M,37477,9.3,1
L,133739,7.1,0
L,373674,9.6,0
S,57593,8.3,2
S,62998,7.4,2
S,99028,9.8,2
S,283076,7.5,2
L,77013,7.2,0
L,88457,5.6,0
L,99330,9.3,0
S,65665,7.6,2
M,92187,5.9,1
M,72655,6.7,1
M,117047,9.0,1
L,66295,5.2,0
L,159977,9.0,0
S,213245,9.0,2
S,119945,6.3,2
L,216153,8.4,0
L,40020,5.6,0
L,92086,8.5,0
M,200654,9.7,1
S,68829,9.3,2
M,197686,5.2,1
M,165557,5.4,1
S,66906,8.8,2
S,59768,8.3,2
M,139169,10.0,1
L,177662,8.3,0
S,81894,9.2,2
L,213516,7.4,0
M,231165,9.8,1
S,110726,5.1,2
L,83571,8.0,0
M,232736,6.9,1
S,127623,6.7,2
M,120233,8.8,1
M,138054,10.0,1
M,217066,8.5,1
S,210737,8.0,2
L,69613,8.4,0
M,93437,9.6,1
M,111139,7.8,1
S,91789,7.1,2
M,103244,6.1,1
L,134116,9.4,0
M,97581,8.8,1
M,62705,6.8,1
M,101330,8.4,1
M,96335,6.3,1
L,139068,9.1,0
S,70157,9.2,2
M,74222,8.5,1
M,53889,7.1,1
S,59745,6.5,2
M,93809,8.2,1
L,56388,8.8,0
S,73376,5.5,2
L,246014,8.7,0
M,75181,9.9,1
M,175703,8.4,1
M,120364,5.7,1
S,76445,9.2,2
M,93159,8.3,1
L,157430,9.9,0
L,97775,8.2,0
S,59315,9.9,2
L,135321,8.6,0
S,54243,9.0,2
L,66510,8.8,0
M,290571,5.6,1
L,174210,5.2,0
L,187877,7.8,0
M,238675,7.2,1
L,115479,8.1,0
S,89054,9.2,2
L,161406,6.6,0
S,64215,5.7,2
M,64511,8.6,1
L,126060,6.8,0
S,54920,9.0,2
M,266720,7.1,1
M,54944,6.3,1
S,152987,8.5,2
M,158814,9.7,1
S,92910,8.9,2
L,209901,6.8,0
L,82999,9.1,0
L,28848,6.6,0
M,65556,7.5,1
M,130176,6.5,1
M,101126,8.2,1
S,116327,7.6,2
M,70463,8.2,1
M,66266,8.2,1
L,61462,8.2,0
S,169366,9.5,2
L,128994,7.5,0
M,93837,8.1,1
M,199989,9.7,1
M,120387,6.2,1
M,73237,7.5,1
M,201799,9.7,1
S,134094,5.3,2
S,93152,7.2,2
S,50681,6.9,2
L,153066,7.4,0
L,113891,9.8,0
S,182667,8.4,2
M,85673,8.3,1
M,141382,6.7,1
S,104303,7.0,2
S,105290,8.7,2
L,110705,9.5,0
S,98458,6.0,2
M,80189,6.4,1
L,152024,6.3,0
S,144136,9.7,2
M,68248,6.8,1
M,162400,7.5,1
L,271814,5.9,0
L,145196,6.3,0
S,204480,9.8,2
M,60712,6.3,1
L,142958,5.9,0
S,73847,5.7,2
L,44043,5.9,0
L,230859,7.8,0
M,31387,5.1,1
M,69067,8.2,1
S,131432,6.5,2
M,83942,9.9,1
M,261743,6.8,1
L,81198,10.0,0
M,99681,5.6,1
L,116363,6.8,0
S,167056,9.8,2
S,44476,8.9,2
L,85390,5.0,0
M,151511,9.9,1
L,112471,5.1,0
M,172627,6.0,1
L,233363,6.6,0
S,116985,7.7,2
L,184253,7.1,0
S,118246,7.9,2
L,173631,9.5,0
L,105596,9.6,0
L,239497,7.6,0
M,60880,6.6,1
S,192915,9.1,2
S,62398,9.2,2
S,87874,7.8,2
L,76770,9.3,0
M,134200,8.2,1
S,120552,6.5,2
S,52784,7.3,2
L,70428,8.1,0
M,80363,5.9,1
L,168502,9.5,0
S,95415,9.8,2
S,57820,9.2,2
L,274165,7.6,0
L,242363,8.1,0
L,182784,5.2,0
S,76429,8.9,2
L,66004,6.2,0
M,151148,9.1,1
S,168460,8.4,2
S,124855,6.0,2
M,154883,6.2,1
L,241392,7.9,0
S,147818,5.9,2
L,89182,6.5,0
S,48483,6.1,2
M,39290,9.5,1
L,60878,7.1,0
S,232706,6.7,2
M,52076,8.7,1
M,198461,5.6,1
L,37606,7.8,0
L,238598,9.0,0
L,117613,8.4,0
S,296254,6.2,2
S,118508,9.9,2
M,90559,6.2,1
M,194311,7.7,1
S,96127,7.8,2
L,237774,7.3,0
S,114455,9.0,2
S,70786,5.4,2
M,38502,9.1,1
S,75059,5.1,2
M,22820,7.6,1
S,88433,5.4,2
S,202400,6.0,2
S,158886,9.0,2
L,101963,5.9,0
M,86650,8.3,1
L,263809,7.1,0
M,92448,6.8,1
S,209496,7.2,2
M,72371,6.9,1
S,21755,8.1,2
M,92976,8.9,1
L,148362,6.3,0
S,50796,7.0,2
L,123224,8.8,0
M,230556,7.1,1
M,148164,8.0,1
S,80479,6.1,2
M,109612,10.0,1
M,194931,5.7,1
M,111273,6.7,1
S,52668,7.1,2
S,190969,6.6,2
S,211110,8.1,2
S,99999,9.6,2
L,108942,7.4,0
S,131962,7.8,2
S,76651,9.3,2
L,98325,5.5,0
M,62079,8.8,1
L,95740,6.5,0
S,105725,10.0,2
M,187160,8.5,1
M,222856,8.4,1
S,73259,5.5,2
S,117240,6.0,2
M,124299,7.0,1
S,67930,6.2,2
L,85388,7.8,0
S,42537,6.3,2
M,109665,7.3,1
M,78478,6.0,1
L,127696,9.3,0
S,75623,9.3,2
L,221113,5.9,0
L,171238,9.9,0
L,201912,5.7,0
S,205861,7.0,2
L,302543,8.1,0
L,115521,9.5,0
M,50057,9.3,1
M,139280,6.5,1
S,80202,8.2,2
S,115152,7.3,2
M,104936,6.7,1
L,292055,9.8,0
S,129611,8.9,2
L,56599,7.7,0
S,66137,5.8,2
L,83658,6.4,0
L,197361,8.2,0
L,283431,5.0,0
L,83530,8.0,0
M,197715,8.4,1
S,88355,7.7,2
L,30619,9.9,0
S,206289,8.5,2
M,27137,5.4,1
M,107037,6.8,1
L,134388,6.3,0
M,154970,5.9,1
L,127560,6.2,0
S,71171,8.1,2
M,249331,8.7,1
S,130515,7.0,2
M,57678,7.2,1
S,269938,9.6,2
S,63932,9.6,2
S,151633,6.4,2
L,149659,9.1,0
S,63919,5.8,2
S,189843,8.8,2
M,72310,8.2,1
M,90085,5.2,1
M,84107,5.3,1
M,99493,6.7,1
S,76756,5.4,2
L,74296,6.7,0
L,139465,5.3,0
L,124464,8.2,0
L,169364,6.0,0
L,104092,8.3,0
M,236270,6.9,1
L,127297,8.5,0
S,59837,7.7,2
M,101553,8.4,1
L,308290,8.4,0
L,151359,8.4,0
L,130025,6.9,0
L,257725,5.9,0
M,71138,7.2,1
S,148695,7.3,2
S,141557,6.6,2
S,38669,5.5,2
M,68663,6.5,1
L,44333,9.2,0
S,142509,6.9,2
L,55014,9.8,0
M,195813,8.2,1
S,43954,7.5,2
L,99890,6.3,0
L,178380,6.1,0
S,121764,5.6,2
M,148778,5.3,1
S,139963,7.4,2
S,75640,8.0,2
M,78384,6.2,1
L,50999,5.9,0
L,61119,8.5,0
L,99511,6.8,0
S,208119,7.0,2
L,64737,6.3,0
L,85166,6.2,0
L,132470,7.0,0
S,27118,8.4,2
S,189995,9.0,2
M,182291,6.7,1
M,58125,7.1,1
M,304701,7.1,1
L,28807,8.6,0
S,119295,6.2,2
S,75061,7.7,2
M,134979,8.4,1
S,138134,5.4,2
M,71317,9.6,1
S,238482,8.4,2
L,217112,7.7,0
S,91189,6.0,2
M,31432,7.7,1
L,203827,7.5,0
M,78958,8.5,1
S,100020,8.7,2
L,168504,9.3,0
S,59253,6.6,2
S,74984,8.3,2
M,236625,6.7,1
S,111066,7.6,2
M,123116,5.7,1
S,72971,9.0,2
L,73070,6.3,0
M,73301,9.1,1
L,46090,8.4,0
L,268531,5.8,0
M,116014,6.8,1
L,112161,9.1,0
L,62287,6.4,0
M,71300,6.2,1
S,65583,8.9,2
S,175971,9.4,2
M,29541,6.3,1
M,76318,7.9,1
S,257587,5.1,2
S,188465,8.7,2
L,106976,8.7,0
M,142983,6.4,1
S,61577,5.8,2
S,89159,7.9,2
M,98446,6.7,1
S,50109,5.3,2
S,78378,9.3,2
S,72771,6.6,2
L,269658,5.7,0
S,94499,8.2,2
M,98191,6.3,1
M,52424,8.9,1
M,58246,8.7,1
L,267949,9.7,0
S,70389,6.6,2
M,189799,8.6,1
L,71097,8.6,0
L,129008,10.0,0
S,75236,9.2,2
S,169125,8.5,2
M,109880,9.5,1
L,122068,7.9,0
S,62513,8.5,2
M,67497,8.0,1
M,68328,6.4,1
M,73887,6.9,1
M,85387,7.3,1
S,81892,7.3,2
S,125416,5.6,2
L,362104,8.5,0
S,109467,8.2,2
S,74992,7.3,2
S,83813,6.7,2
S,98188,8.7,2
S,120407,8.5,2
M,187126,8.6,1
M,55832,5.5,1
S,99693,6.6,2
M,111940,9.9,1
L,350058,8.6,0
S,118196,7.6,2
L,149669,7.8,0
S,207625,8.4,2
M,179611,8.8,1
S,72594,7.6,2
S,74990,8.6,2
S,128233,9.1,2
S,211020,8.6,2
S,81260,9.9,2
M,119633,7.5,1
M,73814,8.1,1
L,288274,9.7,0
M,194644,9.8,1
M,116370,9.3,1
S,58648,7.3,2
L,94136,5.9,0
S,60881,9.3,2
S,134266,9.2,2
S,61969,7.0,2
S,122843,5.8,2
L,127779,5.8,0
M,27705,6.3,1
S,31007,9.3,2
L,159103,6.3,0
M,81172,8.0,1
L,38128,6.0,0
S,128255,7.4,2
S,101526,5.7,2
S,46864,6.2,2
M,115707,6.7,1
L,94886,6.2,0
M,66330,8.0,1
S,66467,5.5,2
L,112672,9.8,0
M,92337,7.1,1
L,77521,7.7,0
L,323583,8.7,0
L,123796,6.3,0
L,191974,8.2,0
L,92459,5.1,0
S,99147,7.1,2
L,86412,5.2,0
S,208435,5.1,2
M,126593,7.0,1
S,141683,8.5,2
M,72525,5.4,1
S,210148,7.5,2
L,100933,8.0,0
M,133499,9.2,1
S,143384,9.1,2
S,83098,6.1,2
S,58485,7.2,2
M,43970,7.5,1
L,410273,7.0,0
L,76227,6.2,0
M,121236,6.8,1
L,82912,8.3,0
L,227232,6.0,0
S,46804,6.9,2
L,269514,9.7,0
S,37274,8.0,2
M,27007,7.2,1
S,80678,8.5,2
M,270264,9.9,1
S,63878,6.0,2
L,280852,9.8,0
M,103833,7.9,1
S,200183,6.9,2
M,76963,6.1,1
M,119389,6.8,1
M,187897,5.5,1
M,82319,9.6,1
M,145319,7.3,1
M,159987,8.1,1
S,68999,7.9,2
M,96411,7.2,1
L,262229,6.0,0
M,77309,6.1,1
L,327821,6.7,0
L,97172,7.2,0
L,58968,6.4,0
M,209608,5.5,1
S,47165,6.5,2
L,95552,5.8,0
M,140834,9.9,1
M,50964,7.1,1
M,141955,6.9,1
M,79587,8.9,1
L,114995,6.2,0
S,65857,9.3,2
M,58926,9.8,1
S,275093,8.7,2
L,220073,5.1,0
S,58905,7.1,2
M,264666,6.9,1
M,149181,9.9,1
L,92326,5.3,0
S,103737,8.1,2
M,105787,5.4,1
M,121968,7.9,1
S,308831,8.6,2
M,52330,9.9,1
M,105139,5.2,1
L,57833,6.2,0
M,136814,9.1,1
M,158438,5.3,1
M,45309,6.5,1
S,45432,6.4,2
L,109543,7.6,0
M,174342,6.4,1
M,52826,8.7,1
