experience_level,years_experience,salary_usd,experience_level_encoded
MI,4,68995,2
SE,9,130169,3
SE,9,51950,3
MI,2,95065,2
EN,1,78158,0
EX,14,156925,1
SE,6,57461,3
MI,4,178905,2
MI,4,72036,2
EN,1,28532,0
MI,2,102165,2
EN,0,54248,0
SE,8,133384,3
SE,9,166944,3
EN,1,72269,0
SE,5,39537,3
EX,12,206054,1
SE,7,94121,3
SE,7,110533,3
MI,3,106010,2
EX,18,213187,1
EX,17,103681,1
EX,18,350954,1
SE,6,166456,3
SE,5,127694,3
SE,5,44798,3
MI,2,97713,2
MI,3,104377,2
EN,1,50775,0
EX,10,212513,1
MI,2,33907,2
SE,6,130049,3
EX,13,214956,1
SE,9,131854,3
EN,0,71723,0
SE,8,96917,3
MI,3,74302,2
EX,14,284665,1
MI,3,83787,2
MI,2,85475,2
EX,14,173819,1
MI,4,94067,2
EX,11,301786,1
EN,1,86235,0
EX,12,165965,1
EN,1,85823,0
EX,16,85037,1
MI,2,61149,2
MI,3,92493,2
MI,4,114033,2
EN,1,53893,0
EN,1,84318,0
SE,9,102359,3
EN,1,37425,0
EN,0,78231,0
EN,1,62558,0
SE,5,123579,3
MI,3,83741,2
SE,7,103613,3
SE,9,122345,3
EN,0,125817,0
MI,2,83848,2
SE,5,126646,3
EX,14,216544,1
EX,13,254248,1
EX,16,238603,1
EN,1,71862,0
SE,6,43525,3
SE,5,133643,3
EX,18,209974,1
EX,14,188802,1
MI,4,109423,2
EX,13,193402,1
EN,0,68104,0
MI,4,115997,2
MI,4,87942,2
EX,18,303218,1
MI,2,63427,2
SE,6,148375,3
MI,2,91410,2
EX,14,217295,1
EN,0,65815,0
EX,13,185973,1
SE,7,113175,3
EX,14,198579,1
EN,0,25817,0
MI,3,81249,2
SE,7,107111,3
SE,7,158552,3
EX,14,209929,1
EX,13,288133,1
EX,13,243777,1
EN,0,54043,0
MI,3,82069,2
MI,3,65179,2
SE,8,162962,3
EX,10,91928,1
SE,6,134846,3
EN,1,22186,0
SE,9,61335,3
EX,15,246778,1
MI,3,104343,2
MI,2,130307,2
EN,0,83046,0
MI,3,157446,2
EX,16,297092,1
MI,2,68384,2
EX,17,92089,1
SE,6,136227,3
SE,7,129513,3
SE,7,135626,3
SE,9,43215,3
MI,4,70887,2
EX,16,288695,1
EN,1,85081,0
MI,4,111446,2
MI,3,66898,2
EN,0,37660,0
EN,0,79062,0
MI,4,125125,2
SE,8,137554,3
MI,2,95923,2
SE,7,126145,3
SE,5,98692,3
EX,16,200999,1
EN,1,54737,0
EX,18,202067,1
EX,12,247645,1
SE,9,136820,3
EX,15,118345,1
EN,1,86939,0
EN,0,85462,0
EN,1,75148,0
EX,19,253163,1
EN,1,30114,0
EX,12,176415,1
MI,4,73489,2
SE,7,115294,3
EN,0,74479,0
SE,8,97495,3
EN,0,63891,0
EN,1,49339,0
EX,12,114592,1
SE,6,44734,3
EX,14,191311,1
EX,16,198417,1
SE,6,104925,3
EX,12,221209,1
MI,3,85694,2
SE,9,148534,3
MI,2,79799,2
MI,4,42345,2
MI,3,120846,2
EN,1,23612,0
EX,12,166613,1
EN,0,56615,0
MI,4,78519,2
EX,11,176102,1
MI,3,39202,2
EN,1,52424,0
EN,1,74687,0
EX,12,231540,1
SE,6,156641,3
SE,9,119985,3
EX,11,131450,1
EX,16,179649,1
SE,9,113259,3
MI,4,90625,2
MI,2,115445,2
MI,4,82908,2
EN,0,104007,0
MI,3,90940,2
EN,1,28492,0
EN,0,84521,0
SE,6,125527,3
MI,2,98155,2
EN,0,54723,0
SE,9,132179,3
MI,2,99414,2
SE,6,162201,3
EN,0,61351,0
EN,1,23989,0
MI,3,65446,2
MI,2,160753,2
SE,5,159740,3
EN,1,86339,0
EX,13,223810,1
EX,13,156078,1
EN,0,95770,0
EN,1,94666,0
EN,0,74801,0
SE,8,106506,3
SE,7,150029,3
SE,5,200851,3
MI,2,99863,2
SE,5,39799,3
MI,4,96455,2
EX,19,158698,1
EX,11,180104,1
EN,0,60136,0
EX,19,183029,1
MI,4,114370,2
MI,2,54599,2
EX,12,149215,1
MI,2,36117,2
EN,0,58126,0
MI,2,72607,2
MI,2,71757,2
SE,9,105689,3
MI,2,42540,2
EX,12,123577,1
EX,16,236155,1
EN,1,70398,0
EX,18,146441,1
SE,6,47127,3
EX,10,142445,1
SE,9,67586,3
SE,6,176023,3
EN,1,21634,0
SE,9,105516,3
EX,17,144381,1
MI,3,76971,2
SE,6,69347,3
EN,1,63587,0
SE,9,159882,3
EN,0,63760,0
MI,3,91323,2
MI,2,95852,2
EX,19,142643,1
EX,18,183011,1
EN,0,60370,0
EX,13,296283,1
EN,0,89935,0
EN,0,94666,0
EN,0,86209,0
EN,1,81814,0
SE,5,122880,3
SE,5,161377,3
EN,1,64242,0
SE,5,142995,3
SE,7,108977,3
EN,1,32809,0
EX,13,236299,1
MI,3,133957,2
EN,0,62909,0
EX,15,147022,1
SE,8,144913,3
SE,7,45877,3
EN,1,33228,0
MI,2,87357,2
EN,0,57116,0
EN,1,67628,0
EN,0,51699,0
EX,16,158696,1
EX,18,181010,1
SE,8,143355,3
MI,2,94621,2
SE,6,50440,3
MI,4,39850,2
SE,9,129312,3
EX,11,262770,1
MI,3,95183,2
MI,2,40242,2
EX,19,164259,1
SE,8,102309,3
EN,0,53973,0
SE,7,54973,3
EX,10,187522,1
EN,0,57683,0
MI,3,78473,2
EN,1,55008,0
EN,0,76394,0
SE,6,102251,3
EX,15,225096,1
SE,6,204843,3
SE,6,138580,3
EN,1,85499,0
EN,0,83346,0
MI,2,115766,2
SE,7,205113,3
SE,6,160912,3
SE,6,142229,3
MI,2,79913,2
MI,3,105268,2
EX,11,222239,1
MI,3,95349,2
EX,13,276306,1
MI,2,86349,2
EX,15,200534,1
SE,7,130848,3
SE,9,137574,3
MI,4,64547,2
SE,9,220582,3
EN,1,68236,0
MI,3,102411,2
MI,3,98866,2
EN,0,71678,0
MI,4,38368,2
EN,0,53056,0
MI,3,77960,2
EX,15,137750,1
EN,0,70399,0
EX,16,81497,1
SE,5,97979,3
EN,0,74733,0
MI,3,34474,2
EX,11,138565,1
MI,4,91979,2
MI,3,156226,2
EX,18,220616,1
MI,2,125635,2
SE,5,141071,3
EN,1,77457,0
MI,4,81274,2
SE,7,123555,3
SE,9,107981,3
EN,0,91339,0
MI,3,137460,2
MI,2,104465,2
MI,3,77385,2
EN,0,26283,0
SE,6,132539,3
EN,0,59940,0
EX,13,308476,1
SE,7,117756,3
EN,0,95582,0
MI,4,152384,2
SE,7,149481,3
MI,4,133014,2
MI,3,80242,2
EN,1,71080,0
EX,16,158297,1
EN,1,64920,0
SE,5,82287,3
MI,2,108508,2
MI,3,86007,2
SE,9,157752,3
MI,3,91594,2
MI,2,74217,2
EX,15,284154,1
EX,13,163958,1
EN,1,62034,0
EX,10,166512,1
EX,10,209138,1
SE,7,149550,3
EX,14,162213,1
EX,14,179531,1
EX,12,206536,1
SE,7,33744,3
EN,1,60562,0
EN,0,55911,0
MI,4,95326,2
EX,17,185388,1
SE,7,150527,3
EX,11,119633,1
SE,6,227078,3
SE,7,195528,3
SE,7,123024,3
MI,2,151053,2
SE,7,116626,3
MI,4,97656,2
EN,1,94494,0
SE,9,43321,3
EN,0,58243,0
SE,6,106076,3
SE,7,124280,3
EX,18,237713,1
SE,5,133896,3
SE,7,116023,3
MI,4,96751,2
SE,8,134644,3
MI,2,102778,2
EN,1,103788,0
EN,1,43133,0
EX,10,186168,1
EX,18,269018,1
SE,6,168038,3
EN,0,63639,0
EX,16,204416,1
MI,3,28315,2
EN,0,69096,0
MI,2,72148,2
SE,9,155411,3
MI,4,119240,2
EX,10,57600,1
EN,0,53542,0
EX,15,151442,1
SE,5,113037,3
EN,0,63321,0
EX,10,216696,1
MI,3,68832,2
SE,7,125853,3
MI,2,90307,2
EX,11,208536,1
SE,9,79479,3
SE,7,145587,3
EX,15,237771,1
MI,4,131882,2
SE,5,194531,3
MI,3,170274,2
EX,18,238256,1
MI,4,98574,2
MI,3,84725,2
EX,17,237420,1
MI,3,94852,2
EN,1,53187,0
EN,0,85325,0
MI,3,84861,2
MI,4,110677,2
EN,0,55583,0
MI,3,103137,2
MI,4,94118,2
EX,12,263320,1
EX,19,81751,1
EN,1,69515,0
SE,7,102539,3
MI,3,83366,2
MI,3,103994,2
EN,1,63790,0
EX,12,223100,1
EN,0,60827,0
MI,3,77717,2
MI,3,97963,2
EX,18,214315,1
EN,0,71291,0
EN,1,87518,0
SE,5,149558,3
MI,2,107945,2
EX,12,63957,1
MI,3,93563,2
SE,6,161134,3
EX,12,212931,1
MI,2,119167,2
EN,1,102382,0
MI,4,69931,2
EN,1,61743,0
MI,4,70132,2
MI,3,96886,2
EX,15,200782,1
EN,0,23579,0
EN,1,55614,0
SE,5,150781,3
SE,8,131468,3
EN,1,72393,0
SE,5,139017,3
MI,4,112229,2
MI,4,88643,2
MI,4,119522,2
SE,6,146464,3
SE,6,98192,3
EN,1,80479,0
EX,12,152265,1
EN,1,77835,0
EN,1,63922,0
EX,15,257100,1
MI,4,88350,2
MI,4,99465,2
EX,14,179088,1
SE,6,159540,3
MI,2,37477,2
MI,4,133739,2
EX,16,373674,1
MI,3,57593,2
SE,7,62998,3
SE,5,99028,3
EX,15,283076,1
MI,2,77013,2
MI,4,88457,2
MI,4,99330,2
EN,1,65665,0
MI,3,92187,2
MI,3,72655,2
SE,6,117047,3
EN,1,66295,0
SE,9,159977,3
EX,17,213245,1
EX,10,119945,1
EX,10,216153,1
MI,4,40020,2
MI,2,92086,2
EX,19,200654,1
EN,1,68829,0
EX,17,197686,1
EX,12,165557,1
EN,0,66906,0
EX,16,59768,1
SE,7,139169,3
EX,14,177662,1
MI,2,81894,2
EX,10,213516,1
EX,17,231165,1
SE,8,110726,3
EX,18,83571,1
EX,17,232736,1
SE,7,127623,3
MI,4,120233,2
EX,11,138054,1
EX,14,217066,1
EX,10,210737,1
EN,1,69613,0
MI,3,93437,2
MI,2,111139,2
SE,6,91789,3
SE,5,103244,3
SE,9,134116,3
EX,10,97581,1
SE,8,62705,3
MI,2,101330,2
MI,4,96335,2
MI,4,139068,2
EN,0,70157,0
MI,3,74222,2
SE,9,53889,3
EN,1,59745,0
MI,4,93809,2
EN,1,56388,0
EX,16,73376,1
EX,11,246014,1
MI,4,75181,2
EX,16,175703,1
SE,7,120364,3
MI,2,76445,2
EN,0,93159,0
SE,5,157430,3
MI,2,97775,2
EN,0,59315,0
SE,8,135321,3
EN,0,54243,0
EN,0,66510,0
EX,11,290571,1
SE,6,174210,3
SE,8,187877,3
EX,12,238675,1
SE,8,115479,3
MI,3,89054,2
SE,5,161406,3
EN,0,64215,0
MI,4,64511,2
EX,18,126060,1
EN,1,54920,0
EX,16,266720,1
EN,1,54944,0
SE,6,152987,3
SE,8,158814,3
EX,15,92910,1
EX,13,209901,1
EN,0,82999,0
EN,1,28848,0
EN,1,65556,0
SE,6,130176,3
SE,9,101126,3
SE,7,116327,3
MI,3,70463,2
EN,1,66266,0
EN,1,61462,0
EX,18,169366,1
SE,9,128994,3
EN,0,93837,0
EX,11,199989,1
SE,8,120387,3
EN,1,73237,0
EX,19,201799,1
EX,15,134094,1
MI,4,93152,2
EN,0,50681,0
SE,7,153066,3
MI,4,113891,2
EX,19,182667,1
SE,9,85673,3
MI,4,141382,2
SE,5,104303,3
SE,6,105290,3
MI,2,110705,2
SE,5,98458,3
EN,0,80189,0
EX,12,152024,1
EX,15,144136,1
EN,0,68248,0
EX,18,162400,1
EX,12,271814,1
SE,7,145196,3
EX,16,204480,1
EN,1,60712,0
SE,8,142958,3
MI,3,73847,2
MI,3,44043,2
SE,5,230859,3
MI,3,31387,2
EN,0,69067,0
SE,9,131432,3
MI,4,83942,2
EX,14,261743,1
EN,0,81198,0
MI,2,99681,2
MI,4,116363,2
SE,5,167056,3
EN,1,44476,0
EN,0,85390,0
SE,5,151511,3
MI,4,112471,2
SE,8,172627,3
EX,10,233363,1
SE,5,116985,3
SE,6,184253,3
MI,4,118246,2
SE,5,173631,3
MI,2,105596,2
EX,18,239497,1
EN,0,60880,0
EX,14,192915,1
MI,2,62398,2
MI,2,87874,2
EN,0,76770,0
SE,5,134200,3
SE,7,120552,3
EN,1,52784,0
EN,1,70428,0
MI,3,80363,2
EX,16,168502,1
MI,2,95415,2
EN,1,57820,0
EX,16,274165,1
EX,16,242363,1
EX,18,182784,1
MI,3,76429,2
SE,7,66004,3
SE,7,151148,3
EX,14,168460,1
EX,16,124855,1
MI,4,154883,2
EX,18,241392,1
EX,16,147818,1
EN,0,89182,0
EN,1,48483,0
MI,4,39290,2
EN,1,60878,0
EX,14,232706,1
EN,0,52076,0
EX,11,198461,1
EN,0,37606,0
EX,13,238598,1
MI,4,117613,2
EX,14,296254,1
SE,7,118508,3
MI,3,90559,2
EX,11,194311,1
MI,3,96127,2
EX,19,237774,1
SE,5,114455,3
EN,0,70786,0
MI,3,38502,2
MI,3,75059,2
EN,1,22820,0
MI,4,88433,2
EX,14,202400,1
EX,15,158886,1
MI,2,101963,2
MI,4,86650,2
EX,13,263809,1
MI,4,92448,2
EX,18,209496,1
MI,4,72371,2
EN,0,21755,0
MI,3,92976,2
SE,6,148362,3
EN,0,50796,0
SE,5,123224,3
EX,18,230556,1
SE,6,148164,3
MI,4,80479,2
SE,6,109612,3
EX,10,194931,1
SE,5,111273,3
EN,0,52668,0
EX,14,190969,1
EX,14,211110,1
EN,0,99999,0
MI,4,108942,2
SE,9,131962,3
MI,2,76651,2
EN,1,98325,0
SE,8,62079,3
EN,1,95740,0
SE,6,105725,3
SE,9,187160,3
EX,14,222856,1
MI,2,73259,2
SE,7,117240,3
SE,8,124299,3
EN,0,67930,0
EN,1,85388,0
EN,1,42537,0
SE,9,109665,3
EN,1,78478,0
SE,5,127696,3
MI,3,75623,2
EX,19,221113,1
EX,14,171238,1
EX,18,201912,1
EX,15,205861,1
EX,12,302543,1
MI,4,115521,2
SE,9,50057,3
SE,9,139280,3
EN,1,80202,0
SE,7,115152,3
MI,3,104936,2
EX,10,292055,1
SE,8,129611,3
SE,9,56599,3
MI,3,66137,2
MI,2,83658,2
SE,7,197361,3
EX,19,283431,1
EN,1,83530,0
EX,10,197715,1
MI,3,88355,2
EN,1,30619,0
EX,14,206289,1
EN,0,27137,0
SE,5,107037,3
SE,6,134388,3
SE,6,154970,3
MI,4,127560,2
EN,0,71171,0
EX,12,249331,1
SE,6,130515,3
EN,1,57678,0
EX,16,269938,1
SE,5,63932,3
EX,14,151633,1
EX,14,149659,1
EX,17,63919,1
EX,11,189843,1
MI,4,72310,2
MI,3,90085,2
MI,3,84107,2
MI,3,99493,2
MI,4,76756,2
EN,1,74296,0
SE,5,139465,3
MI,3,124464,2
SE,7,169364,3
MI,2,104092,2
EX,14,236270,1
SE,8,127297,3
SE,8,59837,3
MI,2,101553,2
EX,17,308290,1
SE,5,151359,3
SE,7,130025,3
EX,14,257725,1
EN,0,71138,0
SE,8,148695,3
SE,8,141557,3
SE,6,38669,3
MI,4,68663,2
MI,3,44333,2
SE,5,142509,3
MI,2,55014,2
EX,14,195813,1
SE,6,43954,3
MI,3,99890,2
SE,8,178380,3
SE,8,121764,3
EX,15,148778,1
SE,9,139963,3
EN,1,75640,0
MI,3,78384,2
MI,3,50999,2
EN,0,61119,0
MI,4,99511,2
EX,12,208119,1
EN,1,64737,0
EX,12,85166,1
MI,2,132470,2
EN,1,27118,0
EX,13,189995,1
EX,15,182291,1
EN,0,58125,0
EX,15,304701,1
EN,0,28807,0
MI,4,119295,2
MI,4,75061,2
SE,7,134979,3
SE,6,138134,3
EN,1,71317,0
EX,17,238482,1
EX,17,217112,1
MI,4,91189,2
MI,2,31432,2
EX,19,203827,1
MI,3,78958,2
SE,9,100020,3
EX,17,168504,1
EN,1,59253,0
EX,15,74984,1
EX,15,236625,1
SE,6,111066,3
MI,4,123116,2
EN,1,72971,0
EN,0,73070,0
EN,0,73301,0
MI,3,46090,2
EX,11,268531,1
MI,3,116014,2
MI,2,112161,2
EX,17,62287,1
EN,0,71300,0
MI,2,65583,2
EX,11,175971,1
MI,3,29541,2
MI,2,76318,2
EX,11,257587,1
EX,12,188465,1
MI,4,106976,2
EX,13,142983,1
EN,0,61577,0
MI,2,89159,2
EN,0,98446,0
EN,1,50109,0
MI,4,78378,2
MI,4,72771,2
EX,18,269658,1
SE,6,94499,3
MI,2,98191,2
EN,1,52424,0
EN,1,58246,0
EX,10,267949,1
EN,0,70389,0
EX,17,189799,1
EN,0,71097,0
MI,4,129008,2
MI,3,75236,2
EX,11,169125,1
SE,9,109880,3
MI,3,122068,2
SE,8,62513,3
EN,1,67497,0
SE,9,68328,3
EN,0,73887,0
MI,4,85387,2
MI,3,81892,2
SE,9,125416,3
EX,14,362104,1
SE,5,109467,3
MI,2,74992,2
EX,15,83813,1
EN,0,98188,0
EX,17,120407,1
EX,18,187126,1
SE,9,55832,3
MI,2,99693,2
SE,8,111940,3
EX,19,350058,1
SE,7,118196,3
EX,18,149669,1
EX,10,207625,1
SE,5,179611,3
MI,4,72594,2
MI,4,74990,2
SE,9,128233,3
EX,19,211020,1
MI,4,81260,2
SE,7,119633,3
MI,4,73814,2
EX,13,288274,1
EX,19,194644,1
MI,4,116370,2
EN,0,58648,0
MI,2,94136,2
EN,1,60881,0
SE,6,134266,3
SE,7,61969,3
SE,9,122843,3
SE,8,127779,3
MI,2,27705,2
MI,3,31007,2
SE,9,159103,3
MI,3,81172,2
EN,0,38128,0
SE,6,128255,3
SE,7,101526,3
EN,1,46864,0
MI,3,115707,2
MI,2,94886,2
EN,1,66330,0
MI,2,66467,2
MI,2,112672,2
MI,2,92337,2
EN,0,77521,0
EX,13,323583,1
MI,4,123796,2
EX,15,191974,1
MI,3,92459,2
MI,2,99147,2
EN,0,86412,0
EX,19,208435,1
MI,3,126593,2
SE,7,141683,3
EN,1,72525,0
EX,16,210148,1
EX,18,100933,1
SE,6,133499,3
EX,19,143384,1
EN,0,83098,0
EN,1,58485,0
MI,4,43970,2
EX,19,410273,1
EN,0,76227,0
SE,7,121236,3
EN,1,82912,0
EX,14,227232,1
SE,7,46804,3
EX,16,269514,1
SE,7,37274,3
EN,1,27007,0
EX,14,80678,1
EX,14,270264,1
MI,3,63878,2
EX,15,280852,1
MI,3,103833,2
EX,10,200183,1
EX,15,76963,1
SE,7,119389,3
EX,18,187897,1
MI,4,82319,2
SE,7,145319,3
EX,15,159987,1
EN,0,68999,0
MI,2,96411,2
EX,17,262229,1
MI,2,77309,2
EX,13,327821,1
EN,0,97172,0
EN,0,58968,0
EX,18,209608,1
EN,0,47165,0
EN,1,95552,0
SE,5,140834,3
EN,0,50964,0
EX,12,141955,1
MI,4,79587,2
EX,17,114995,1
EN,0,65857,0
EN,1,58926,0
EX,16,275093,1
EX,18,220073,1
EN,1,58905,0
EX,11,264666,1
EX,17,149181,1
EN,1,92326,0
MI,4,103737,2
SE,9,105787,3
MI,4,121968,2
EX,17,308831,1
EN,1,52330,0
MI,2,105139,2
MI,3,57833,2
MI,3,136814,2
EX,15,158438,1
EN,0,45309,0
EN,1,45432,0
EN,0,109543,0
EX,13,174342,1
EN,1,52826,0
MI,3,43403,2
EN,1,58657,0
EX,14,334601,1
MI,2,91169,2
MI,3,89246,2
EN,1,70820,0
SE,7,127145,3
EN,1,74447,0
MI,3,85168,2
EX,14,333929,1
SE,7,119472,3
EX,13,185566,1
SE,7,98638,3
MI,2,96950,2
EN,0,55210,0
EX,19,231279,1
MI,4,125808,2
EX,10,201000,1
EX,10,235015,1
SE,7,104461,3
MI,4,120951,2
MI,4,94126,2
EX,16,188011,1
SE,9,143061,3
EX,16,206350,1
EN,0,60881,0
MI,3,103178,2
MI,2,81446,2
EX,13,304317,1
SE,5,37648,3
EN,1,88718,0
MI,4,36001,2
MI,2,78519,2
MI,4,109953,2
SE,7,105406,3
EN,0,70408,0
EX,13,220323,1
EX,10,163354,1
MI,4,89007,2
EN,1,89914,0
SE,8,117917,3
MI,3,86279,2
EX,15,232296,1
MI,3,84539,2
SE,7,191852,3
EX,16,271790,1
EN,1,69511,0
EN,1,92982,0
EX,10,123526,1
SE,5,184103,3
MI,2,58966,2
SE,6,118203,3
EX,11,307747,1
EX,14,180858,1
EN,0,93668,0
MI,4,74686,2
SE,6,116392,3
EN,1,76585,0
EX,19,178074,1
EN,1,28737,0
EX,19,175508,1
EN,1,52615,0
SE,7,177787,3
EN,0,67831,0
EN,1,79450,0
EN,0,61213,0
SE,6,142856,3
EN,0,49252,0
EX,13,102093,1
SE,8,152000,3
SE,7,145423,3
SE,7,65475,3
EX,19,240444,1
EN,1,82512,0
MI,2,130547,2
EN,0,88285,0
EX,16,127722,1
EX,18,267077,1
EX,19,178106,1
SE,7,160177,3
SE,9,123876,3
EN,0,51598,0
SE,6,127577,3
EN,1,64037,0
EN,1,27121,0
SE,6,177989,3
EN,0,84799,0
SE,8,130027,3
SE,5,116389,3
EN,0,16795,0
MI,4,79356,2
EN,0,71342,0
EN,0,66947,0
EN,1,66042,0
EX,18,232173,1
SE,5,108812,3
MI,2,96625,2
EX,14,256663,1
MI,3,92568,2
MI,3,85546,2
EX,15,185667,1
SE,9,94718,3
SE,5,153864,3
EN,1,49125,0
EN,1,79549,0
MI,3,95354,2
EN,1,91154,0
EN,1,76991,0
EN,1,64003,0
MI,2,107493,2
EN,1,54975,0
SE,8,157422,3
EX,11,289891,1
EN,0,111548,0
MI,4,89985,2
EN,1,67846,0
EN,1,54041,0
SE,7,72359,3
SE,8,123879,3
SE,8,166701,3
SE,8,129156,3
MI,4,120933,2
EN,0,81946,0
EN,1,70100,0
MI,3,159640,2
SE,5,137323,3
SE,6,173170,3
EN,0,72402,0
SE,8,138464,3
SE,6,132681,3
EX,16,255255,1
EN,1,65881,0
SE,6,100927,3
EX,18,158295,1
EN,0,62963,0
MI,2,100228,2
EN,1,74437,0
EX,16,82236,1
EX,10,161597,1
EX,19,158726,1
SE,6,42660,3
EX,14,201912,1
EN,1,16975,0
EN,1,65768,0
MI,4,31201,2
MI,2,99393,2
EX,12,184065,1
SE,6,173893,3
SE,6,112570,3
MI,2,86672,2
SE,9,225977,3
MI,4,65278,2
SE,7,103808,3
EX,11,202963,1
EX,15,85463,1
EN,1,104466,0
MI,3,63202,2
SE,5,120132,3
EN,1,83672,0
EN,1,74974,0
EN,0,70564,0
SE,6,181975,3
EN,1,125178,0
EX,10,118802,1
SE,9,96565,3
EN,1,31256,0
EN,1,75314,0
EN,1,51533,0
MI,2,121829,2
EX,19,138335,1
SE,9,143264,3
SE,7,121815,3
EN,1,49981,0
EX,13,150416,1
EN,0,121297,0
EX,11,213889,1
MI,2,130442,2
EX,10,206439,1
EN,0,34594,0
SE,6,162384,3
SE,5,102488,3
EX,17,156199,1
EX,16,150000,1
SE,5,111963,3
MI,3,67558,2
MI,3,75401,2
EN,1,77098,0
MI,4,129667,2
EN,0,62417,0
SE,6,161660,3
MI,4,85425,2
EX,17,269941,1
EX,17,349432,1
SE,9,52126,3
EX,11,166822,1
EX,17,136925,1
MI,2,98877,2
EX,18,168236,1
MI,3,102521,2
MI,4,106928,2
EN,0,76026,0
EN,1,88213,0
EN,0,82027,0
EN,1,109435,0
MI,2,123502,2
EN,1,80462,0
MI,4,109229,2
SE,9,159957,3
MI,2,65788,2
MI,2,100348,2
SE,6,47408,3
SE,7,104139,3
EN,1,88730,0
EX,16,352205,1
MI,2,98921,2
EX,19,183596,1
MI,2,80147,2
EN,0,38802,0
EN,1,42256,0
EX,10,295649,1
SE,5,139693,3
EX,12,252118,1
MI,3,96310,2
EX,11,97905,1
EN,0,74082,0
SE,5,189768,3
EN,1,66570,0
EX,16,326160,1
EN,0,78922,0
MI,2,49976,2
EX,10,64771,1
EN,1,77752,0
SE,5,101180,3
EX,10,207576,1
MI,4,30028,2
EX,12,243505,1
EN,1,51214,0
EN,0,76863,0
SE,8,179636,3
MI,3,30950,2
SE,5,148429,3
EN,1,49035,0
EN,0,75189,0
EN,0,71967,0
EX,12,190712,1
EX,14,297771,1
EX,13,156829,1
EX,18,143894,1
MI,3,150682,2
EN,1,72926,0
MI,3,50034,2
EX,12,227301,1
SE,7,177520,3
EX,19,290219,1
EX,18,178653,1
SE,8,122006,3
EX,12,168307,1
EX,19,124629,1
EX,13,137796,1
EN,1,81533,0
EX,18,86860,1
EN,1,81781,0
SE,8,140704,3
EN,0,61576,0
EN,0,29955,0
SE,6,107488,3
EN,1,18247,0
MI,2,141464,2
SE,6,41759,3
EN,1,55004,0
MI,4,43128,2
EN,1,82614,0
EX,17,306002,1
SE,8,129451,3
EX,11,192815,1
EX,12,133972,1
MI,4,77616,2
EN,1,47133,0
MI,3,70801,2
SE,9,120997,3
EX,15,263003,1
EN,0,48759,0
EX,17,195629,1
SE,9,161173,3
SE,7,94896,3
EN,1,47417,0
MI,3,90359,2
MI,2,123662,2
SE,5,146667,3
EN,0,66452,0
EN,1,50813,0
EX,17,226711,1
EX,15,145967,1
EX,11,214976,1
MI,4,60294,2
MI,3,100722,2
MI,3,100577,2
MI,3,117696,2
EX,19,184939,1
EX,13,279576,1
SE,6,223224,3
EX,18,154533,1
EX,11,175373,1
SE,7,71134,3
EN,0,61514,0
MI,4,95381,2
EX,15,190339,1
EX,15,228266,1
SE,5,201526,3
EX,18,165854,1
MI,4,50399,2
SE,5,146895,3
EX,19,141242,1
EX,19,227276,1
MI,3,91381,2
SE,6,127378,3
EN,1,67976,0
SE,9,213311,3
EN,0,68136,0
MI,2,137648,2
EX,18,176624,1
EX,19,117861,1
MI,3,95983,2
SE,8,127320,3
EX,17,156695,1
EN,0,70934,0
EX,19,160766,1
SE,8,112463,3
SE,6,143144,3
MI,3,38842,2
EN,0,64116,0
MI,2,88010,2
MI,4,95648,2
EN,1,97522,0
EN,0,31058,0
EX,10,278889,1
EN,0,83674,0
EN,0,59348,0
EX,18,178661,1
EX,13,150401,1
EN,1,62718,0
EN,1,68205,0
EN,1,58067,0
MI,4,94059,2
SE,5,124056,3
EN,1,103972,0
SE,8,120733,3
EN,0,49939,0
EX,17,131946,1
EN,1,74473,0
EN,0,42235,0
EX,16,100391,1
EX,17,224884,1
SE,8,138421,3
MI,3,73596,2
MI,4,118358,2
SE,5,60553,3
SE,9,151705,3
MI,4,119879,2
MI,3,79545,2
EN,1,59043,0
MI,3,103365,2
MI,3,94572,2
MI,3,95620,2
EX,13,333608,1
SE,6,125818,3
MI,4,79536,2
MI,3,112134,2
EX,11,286727,1
EN,0,86549,0
MI,2,137974,2
EN,0,48191,0
EX,10,137089,1
EX,16,146050,1
EN,0,83076,0
EX,11,184817,1
MI,4,76584,2
EN,0,79065,0
MI,3,118313,2
EX,17,177046,1
MI,2,38680,2
SE,7,161186,3
SE,9,121651,3
SE,6,134960,3
EN,1,52748,0
MI,2,77009,2
SE,5,101929,3
SE,6,118002,3
EX,11,138903,1
EX,10,279851,1
EX,18,168724,1
EX,10,305904,1
EN,1,27196,0
SE,5,108913,3
EX,10,133154,1
EX,17,253346,1
EX,18,257998,1
SE,6,118724,3
EN,0,88590,0
EN,0,45950,0
EX,18,202145,1
EX,12,354485,1
SE,6,145381,3
SE,7,80273,3
MI,2,93627,2
MI,4,101958,2
EX,14,310491,1
EN,1,92455,0
EX,11,106939,1
EX,16,194351,1
EX,15,110209,1
EX,10,274986,1
EX,17,292272,1
EN,1,70159,0
EN,0,57113,0
EN,1,67207,0
EN,0,62513,0
MI,3,120652,2
EN,1,28595,0
MI,2,32487,2
MI,2,124352,2
MI,2,106533,2
EX,15,207708,1
EN,0,66074,0
EN,0,73696,0
EN,1,88897,0
EX,15,155437,1
MI,3,64451,2
SE,7,105020,3
SE,9,116832,3
SE,9,59624,3
